rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,date,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,selfMade_indicator
2405,1100,Fashion & Retail,Paul Fireman,79.0,United States,Brookline,Reebok,Fashion & Retail,United States,True,E,M,Fireman,Paul,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Fashion & Retail,Robert Fisher,69.0,United States,San Francisco,Gap,Fashion & Retail,United States,False,D,M,Fisher,Robert,Chairman of the Board,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Fashion & Retail,Bernd Freier,66.0,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,True,D,M,Freier,Bernd,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
2405,1100,Manufacturing,Donald Friese,82.0,United States,Los Angeles,Manufacturing,Manufacturing,United States,True,E,M,Friese,Donald,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Healthcare,Gan Zhongru,74.0,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,M,Gan,Zhongru,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Fashion & Retail,Rahul Gautam,70.0,India,Delhi,Mattresses,Fashion & Retail,India,False,D,M,Gautam,Rahul,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Finance & Investments,David Golub,60.0,United States,New York,Private equity,Finance & Investments,United States,True,E,M,Golub,David,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Real Estate,Pavel Golubkov,47.0,Russia,Moscow,"Building, development",Real Estate,Russia,True,N,M,Golubkov,Pavel,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2405,1100,Fashion & Retail,Cristina Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,F,Green,Cristina,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
2405,1100,Fashion & Retail,Philip Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,M,Green,Philip,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
2405,1100,Energy,Said Gutseriev,34.0,United Kingdom,London,"Retail, investments",Energy,Russia,False,R,M,Gutseriev,Said,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
2405,1100,Service,Polys Haji-Ioannou,63.0,Monaco,Monaco,EasyJet,Service,Cyprus,False,U,M,Haji-Ioannou,Polys,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Inherited Wealth
2405,1100,Food & Beverage,He Zuxun,57.0,China,Kunming,Pig breeding,Food & Beverage,China,True,D,M,He,Zuxun,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Finance & Investments,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,E,M,Herz,Christian,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2405,1100,Finance & Investments,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,E,F,Herz,Michaela,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2405,1100,Technology,David Hindawi,78.0,United States,Seattle,Software,Technology,United States,True,D,M,Hindawi,David,Executive Chairman,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Technology,Huang Shan,52.0,China,Shenzhen,Software,Technology,China,True,R,M,Huang,Shan,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Technology,Huang Xiaofen & family,61.0,China,Shenzhen,Printed circuit boards,Technology,China,True,D,F,Huang,Xiaofen,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Automotive,Hiroshi Ishibashi,76.0,Japan,Tokyo,Tires,Automotive,Japan,False,U,M,Ishibashi,Hiroshi,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Inherited Wealth
2405,1100,Gambling & Casinos,Masayuki Ishihara,74.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,R,M,Ishihara,Masayuki,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Inherited Wealth
2405,1100,Finance & Investments,Chatchai Kaewbootta,71.0,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,True,D,M,Kaewbootta,Chatchai,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Self Made Billionaires
2405,1100,Finance & Investments,Nikhil Kamath,36.0,India,Bangalore,Financial services,Finance & Investments,India,True,N,M,Kamath,Nikhil,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
2405,1100,Finance & Investments,Jonas Kamprad,57.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,E,M,Kamprad,Jonas,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
2405,1100,Finance & Investments,Mathias Kamprad,53.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,E,M,Kamprad,Mathias,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
2405,1100,Finance & Investments,Peter Kamprad,59.0,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,False,E,M,Kamprad,Peter,,4/4/2023 5:01,117.11,1.4,529606710418.0,79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936,Inherited Wealth
2405,1100,Service,Fumio Kaneko,66.0,Japan,Kobe,Waste management,Service,Japan,True,N,M,Kaneko,Fumio,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
2405,1100,Automotive,Sunjay Kapur,51.0,India,Delhi,Auto parts,Automotive,United States,False,D,M,Kapur,Sunjay,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Energy,Ali Metin Kazanci,88.0,Turkey,Istanbul,Energy,Energy,Turkey,True,R,M,Kazanci,Ali Metin,,4/4/2023 5:01,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,Self Made Billionaires
2405,1100,Healthcare,Kangbao Ke & family,60.0,China,Guangzhou,Retailing,Healthcare,China,True,U,M,Ke,Kangbao,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Sports,Carsten Koerl,58.0,Switzerland,Zurich,Sports data,Sports,Germany,True,D,M,Koerl,Carsten,"Entrepreneur, Investor",4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
2405,1100,Technology,Koo Bon-sik,64.0,South Korea,Seoul,LG,Technology,South Korea,False,E,M,Koo,Bon-sik,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
2405,1100,Energy,Andrei Kosogov,62.0,Russia,Moscow,Banking,Energy,Russia,True,D,M,Kosogov,Andrei,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2405,1100,Manufacturing,Yogesh Kothari,74.0,India,Mumbai,Specialty chemicals,Manufacturing,India,True,D,M,Kothari,Yogesh,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
2405,1100,Healthcare,Arvind Lal,73.0,India,Delhi,Medical diagnostics,Healthcare,India,False,D,M,Lal,Arvind,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78.0,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,True,D,M,Lao Hernández,Manuel,,4/4/2023 5:01,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Self Made Billionaires
2405,1100,Construction & Engineering,Lee Joong-keun,82.0,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,True,D,M,Lee,Joong-keun,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Self Made Billionaires
2405,1100,Finance & Investments,Nancy Lerner,62.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,E,F,Lerner,Nancy,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Finance & Investments,Norma Lerner,87.0,United States,Cleveland,Banking,Finance & Investments,United States,False,E,F,Lerner,Norma,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Finance & Investments,Randolph Lerner,61.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,E,M,Lerner,Randolph,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Healthcare,Lin Zhijun,47.0,China,Xiamen,Medical devices,Healthcare,China,True,D,M,Lin,Zhijun,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Healthcare,Lin Zhixiong & family,49.0,China,Xiamen,Medical devices,Healthcare,China,True,D,M,Lin,Zhixiong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Jeffrey Lorberbaum,68.0,United States,Chattanooga,Flooring,Manufacturing,United States,False,D,M,Lorberbaum,Jeffrey,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Telecom,Lu Rongfu,52.0,China,Xiamen,Telecommunication,Telecom,China,True,D,M,Lu,Rongfu,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Fashion & Retail,Lyu Yixiong,60.0,China,Shanghai,Cosmetics,Fashion & Retail,China,True,N,M,Lyu,Yixiong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Technology,Soichiro Minami,46.0,Japan,Tokyo,Internet and software,Technology,Japan,True,E,M,Minami,Soichiro,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
2405,1100,Automotive,Pawan Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,Split Family Fortune,M,Munjal,Pawan,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Automotive,Renu Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,Split Family Fortune,F,Munjal,Renu,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Automotive,Suman Munjal,70.0,India,Delhi,Motorcycles,Automotive,India,False,Split Family Fortune,M,Munjal,Suman,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Energy,Dmitry Nikolaev,56.0,Russia,Kemerovo,Coal,Energy,Russia,True,N,M,Nikolaev,Dmitry ,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2405,1100,Automotive,Sjamsul Nursalim,81.0,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,False,R,M,Nursalim,Sjamsul,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Inherited Wealth
2405,1100,Fashion & Retail,Adrian Paval,54.0,Romania,Bacau,Retail,Fashion & Retail,Romania,True,U,M,Paval,Adrian,,4/4/2023 5:01,123.78,3.8,250077444017.0,49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676,Self Made Billionaires
2405,1100,Diversified,Antonio Percassi,69.0,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,True,D,M,Percassi,Antonio,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
2405,1100,Fashion & Retail,Kevin Plank,50.0,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,True,D,M,Plank,Kevin,Chairman and CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Healthcare,G.V. Prasad,62.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,False,U,M,Prasad,G.V.,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Healthcare,Pu Zhongjie & family,60.0,China,Beijing,Medical equipment,Healthcare,China,True,E,M,Pu,Zhongjie,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Healthcare,Rao Wei & family,58.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,R,M,Rao,Wei,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Service,Helena Revoredo,76.0,Spain,Madrid,Security services,Service,Spain,False,D,F,Revoredo,Helena,,4/4/2023 5:01,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Inherited Wealth
2405,1100,Finance & Investments,Matthew Roszak,50.0,United States,Chicago,Cryptocurrency,Finance & Investments,United States,True,D,M,Roszak,Matthew,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Technology,Paul Sciarra,42.0,United States,San Francisco,Pinterest,Technology,United States,True,D,M,Sciarra,Paul,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Finance & Investments,Rajesh Sharma,53.0,India,Mumbai,Finance,Finance & Investments,India,False,N,M,Sharma,Rajesh,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2405,1100,Energy,Dean Solon,58.0,United States,Gallatin,Solar systems,Energy,United States,True,U,M,Solon,Dean,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Finance & Investments,Michael Spencer,67.0,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,True,E,M,Spencer,Michael,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
2405,1100,Finance & Investments,Joseph Steinberg,79.0,United States,New York,Investments,Finance & Investments,United States,True,U,M,Steinberg,Joseph,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Food & Beverage,Zachary Stern,41.0,United States,Jackson,Liquor,Food & Beverage,United States,False,Split Family Fortune,M,Stern,Zachary,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2405,1100,Manufacturing,Manny Stul,73.0,Australia,Melbourne,Toys,Manufacturing,Australia,True,D,M,Stul,Manny,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Self Made Billionaires
2405,1100,Technology,Sun Hongjun,49.0,China,Shanghai,Semiconductors,Technology,China,True,D,M,Sun,Hongjun,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Sun Weijie,59.0,China,Yantai,Oilfield equipment,Manufacturing,China,True,D,M,Sun,Weijie,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Technology,Sehat Sutardja,61.0,United States,Las Vegas,Semiconductors,Technology,United States,True,D,M,Sutardja,Sehat,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Media & Entertainment,Min-Liang Tan,45.0,Singapore,Singapore,gaming,Media & Entertainment,Singapore,True,R,M,Tan,Min-Liang,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
2405,1100,Fashion & Retail,Tan Yu Yeh,52.0,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,True,D,M,Tan,Yu Yeh,,4/4/2023 5:01,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766,Self Made Billionaires
2405,1100,Automotive,Tang Aoqi & family,77.0,China,Changzhou,Auto parts,Automotive,China,True,N,M,Tang,Aoqi,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51.0,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,False,D,M,Tangkaravakoon,Vonnarat,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Inherited Wealth
2405,1100,Food & Beverage,Tsao Ter-fung,76.0,Taiwan,Taipei,Food,Food & Beverage,Taiwan,True,N,M,Tsao,Ter-fung,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
2405,1100,Manufacturing,Tung Ching Sai,58.0,China,Dongguan,Manufacturing,Manufacturing,China,True,D,M,Tung,Ching Sai,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Technology,Arkady Volozh,59.0,Israel,Tel Aviv,Search engine,Technology,Russia,True,R,M,Volozh,Arkady,,4/4/2023 5:01,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,Self Made Billionaires
2405,1100,Manufacturing,Peter-Alexander Wacker,71.0,Germany,Starnberg,Chemicals,Manufacturing,Germany,False,U,M,Wacker,Peter-Alexander,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2405,1100,Food & Beverage,Wan Long,82.0,China,Luohe,Food,Food & Beverage,China,True,D,M,Wan,Long,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Diversified,Wang Han,35.0,China,Shanghai,Airline,Diversified,China,False,D,M,Wang,Han,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Inherited Wealth
2405,1100,Media & Entertainment,Lars Wingefors,46.0,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,True,D,M,Wingefors,Lars,,4/4/2023 5:01,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Self Made Billionaires
2405,1100,Manufacturing,Allan Wong,73.0,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,True,E,M,Wong,Allan,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
2405,1100,Sports,Tiger Woods,47.0,United States,Jupiter Island,Golf,Sports,United States,True,N,M,Woods,Tiger,Athlete,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Fashion & Retail,Horst Wortmann,81.0,Germany,Detmold,Footwear,Fashion & Retail,Germany,True,D,M,Wortmann,Horst,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
2405,1100,Telecom,Wu Kaiting,53.0,China,Xiamen,Electronics,Telecom,Hong Kong,True,D,M,Wu,Kaiting,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Wu Li-gann,82.0,Taiwan,Kaohsiung,Electronic components,Manufacturing,Taiwan,True,D,M,Wu,Li-gann,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
2405,1100,Food & Beverage,Wu Xiangdong,54.0,China,Beijing,Consumer,Food & Beverage,China,True,D,M,Wu,Xiangdong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Healthcare,Xiu Laigui,68.0,China,Tonghua,Pharmaceuticals,Healthcare,China,True,D,M,Xiu,Laigui,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Healthcare,Xu Jiangnan,61.0,China,Leping,Vitamins,Healthcare,China,True,N,M,Xu,Jiangnan,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Telecom,Xue Jiping,72.0,China,Nantong,Cable,Telecom,China,True,D,M,Xue,Jiping,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Yao Hsiao Tung,83.0,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,True,U,M,Yao,Hsiao Tung,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
2405,1100,Technology,Ye Qiongjiu,68.0,China,Hangzhou,Software,Technology,China,True,U,F,Ye,Qiongjiu,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Food & Beverage,Yanqiao Ye,53.0,China,Foshan,Soy sauce,Food & Beverage,China,True,D,M,Ye,Yanqiao,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Yeh Kuo-I,81.0,United States,New York,Manufacturing,Manufacturing,Taiwan,True,D,M,Yeh,Kuo-I,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.20000000000002,101.79999999999998,78.5,9.599999999999998,36.60000000000001,328239523.0,37.09024,-95.712891,Self Made Billionaires
2405,1100,Media & Entertainment,Yu Faxiang,51.0,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,True,D,M,Yu,Faxiang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Metals & Mining,Zeng Chaolin,40.0,China,Yongzhou,Aluminium,Metals & Mining,China,False,D,M,Zeng,Chaolin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Inherited Wealth
2405,1100,Construction & Engineering,Kapeng Zhang,58.0,China,Linhai,Building materials,Construction & Engineering,China,True,U,M,Zhang,Kapeng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
